epoch;acc;loss
0;0.936266666667;0.208502233127
1;0.97455;0.0865456398998
2;0.979533333333;0.0688183645904
3;0.98305;0.0546972952091
4;0.985483333333;0.0474515056701
5;0.9861;0.0432267609488
6;0.9885;0.0381483621059
7;0.989716666667;0.0350538867704
8;0.99065;0.0303598632684
9;0.991516666667;0.0266678275965
0;0.93715;0.204655697684
1;0.973383333333;0.085978419422
2;0.98;0.0663475116936
3;0.983783333333;0.0527595589388
4;0.985816666667;0.0459398998304
5;0.986883333333;0.0409976468684
6;0.988716666667;0.0365799020153
7;0.9895;0.0345814087044
8;0.990516666667;0.0302531085451
9;0.991233333333;0.0269802065749
0;0.991526315789;0.0265332472919;0.997333333333;0.0116089092937
1;0.991912280702;0.024554463157;0.998;0.0108810044065
2;0.992140350877;0.0234571738589;0.997;0.0131201806965
3;0.993245614035;0.0204060237533;0.998;0.00939926519343
4;0.993210526316;0.0203069986696;0.996666666667;0.0160521073217
5;0.993385964912;0.0204488711924;0.996666666667;0.0141002748351
6;0.993824561404;0.0189052330828;0.997;0.0149779889473
7;0.994052631579;0.0189420471047;0.996;0.0165927873234
8;0.993842105263;0.0183299875294;0.996666666667;0.0168355867233
9;0.994333333333;0.0177932416519;0.996666666667;0.0160655378176
0;0.935701754386;0.212944784883;0.988333333333;0.0468697974311
1;0.974842105263;0.0847105388778;0.989333333333;0.0450418171519
2;0.979456140351;0.0669093367711;0.993;0.0351603060799
3;0.982473684211;0.0560545370176;0.991666666667;0.0360765632392
0;0.660298245614;1.00128816606;0.930666666508;0.275082224886
1;0.810631578947;0.590281435782;0.942333333333;0.2160941556
2;0.832596491228;0.529602866599;0.945;0.193431355675
3;0.848438596491;0.479452764248;0.954666666667;0.170760532926
4;0.858122807018;0.445883680874;0.959333333333;0.150907574837
5;0.869631578947;0.418706110878;0.965;0.136639662698
6;0.878631578947;0.389648324331;0.966666666667;0.130888744771
7;0.884771929825;0.370411949022;0.969;0.123220442717
8;0.89149122807;0.355601991242;0.969333333333;0.118506326837
9;0.894561403509;0.337316029999;0.968333333333;0.11631188339
