epoch;acc;loss
69;0.791395044078;0.455042606771
70;0.777053452766;0.460161098795
71;0.790091263191;0.449791276509
72;0.794002603909;0.448598064997
73;0.77053455105;0.459511764008
74;0.790091263191;0.451852065799
75;0.788787481915;0.446373596379
76;0.775749670713;0.466727021737
77;0.788787481915;0.455685079078
78;0.774445892546;0.456840334225
79;0.791395042524;0.455341170516
80;0.777053455874;0.448085002494
81;0.784876139643;0.449972209051
82;0.780964796593;0.451997049629
83;0.792698824965;0.444642866489
84;0.790091261365;0.449539297796
85;0.783572358756;0.449061069273
86;0.771838329218;0.45000287123
87;0.787483702194;0.452052123038
88;0.787483701417;0.445085758569
89;0.787483698308;0.445764947357
90;0.782268581754;0.464706811942
91;0.765319425171;0.470862223678
92;0.778357233264;0.453263849098
93;0.780964798147;0.457339631299
94;0.782268577091;0.445797897768
95;0.786179921307;0.44237772318
96;0.790091263191;0.442809792393
97;0.794002604298;0.443318324729
98;0.794002603909;0.454722944341
99;0.794002602744;0.455004488901
100;0.778357234042;0.447722160948
101;0.797913947348;0.444528304672
102;0.788787481915;0.445773551078
103;0.788787481527;0.443330441705
104;0.783572356929;0.442611866272
105;0.782268573983;0.451450693056
106;0.791395046021;0.442401577317
107;0.787483702583;0.45136919742
108;0.784876138477;0.439887031893
109;0.794002602744;0.444402073866
110;0.786179919364;0.442946027824
111;0.794002605464;0.442417874485
112;0.78357235759;0.44457400292
113;0.794002604298;0.441109081718
114;0.788787479973;0.447522173532
115;0.78096479465;0.447040206528
116;0.788787479195;0.436383129099
117;0.784876136923;0.440957805227
118;0.784876137311;0.443283705194
119;0.794002605075;0.438223306949
120;0.784876138477;0.440775961733
121;0.783572357978;0.447306628721
122;0.790091259305;0.43784967061
123;0.786179918976;0.445201766771
124;0.796610164129;0.451568847918
125;0.78617992053;0.444476982528
126;0.787483699086;0.438608062936
127;0.786179921307;0.437256457364
128;0.783572361475;0.444588111463
129;0.792698823022;0.440126116887
130;0.780964795427;0.446174150534
131;0.791395045632;0.442536253623
132;0.792698822245;0.436791102784
133;0.791395041747;0.430493096834
134;0.795306387516;0.44184509215
135;0.788787482304;0.435148518936
136;0.799217729789;0.43171507091
137;0.804432849063;0.441725875012
138;0.799217726292;0.441045472993
139;0.797913948125;0.438043708149
140;0.799217729012;0.431165266457
141;0.780964797759;0.446277757784
142;0.794002605075;0.430791868536
143;0.78226857204;0.439306525278
144;0.790091262025;0.442882853583
145;0.797913953176;0.432683208969
146;0.790091261637;0.438241645092
147;0.796610165684;0.441255403874
148;0.78878748347;0.44039183144
149;0.795306386351;0.445373477417
0;0.791395043301;0.444018573191
0;0.790091262802;0.439593305022
0;0.801825289621;0.444882069254
0;0.590612783193;1.21820404453
1;0.620599743596;0.753581332104
2;0.631029992052;0.702739930876
3;0.625814868698;0.678092500688
4;0.651890485274;0.653633905903
5;0.655801829878;0.634957325
6;0.655801826381;0.636264798772
7;0.663624516561;0.629846200871
8;0.666232076198;0.616229433629
9;0.661016952455;0.617913886497
10;0.647979141836;0.627499945782
11;0.65580182677;0.622876450517
12;0.658409388447;0.629244026413
13;0.681877448125;0.613841714573
14;0.641460238372;0.623377248315
15;0.672750979856;0.623727780316
16;0.679269882155;0.595813126732
17;0.683181230061;0.601697305424
18;0.692307695882;0.587329403285
19;0.689700131893;0.589461178326
20;0.676662323683;0.602216001129
21;0.677966103016;0.592564060837
22;0.706649284863;0.584341943808
23;0.704041723866;0.582061752891
24;0.689700131388;0.581387361771
25;0.713168188133;0.583788343872
26;0.713168189804;0.579023513598
27;0.71447197174;0.5718098718
28;0.700130380428;0.577836764333
29;0.711864407246;0.573160780067
30;0.704041724643;0.597175992763
31;0.709256846249;0.572254644845
32;0.698826597209;0.582231297836
33;0.706649286029;0.58555169829
34;0.726205998947;0.566540489491
35;0.714471970186;0.569622919099
36;0.730117340442;0.564437236243
37;0.718383312653;0.566700104007
38;0.700130379845;0.572804564175
39;0.734028685823;0.55300280681
40;0.720990878118;0.565112763076
41;0.731421121329;0.55226801839
42;0.723598436395;0.555710405072
43;0.724902216894;0.54460658644
44;0.734028684075;0.552687147139
45;0.727509779057;0.546801919887
46;0.714471969214;0.561301796696
47;0.724902216505;0.551449493759
48;0.730117341996;0.549532515129
49;0.734028681161;0.556127723146
50;0.731421123777;0.541701177342
51;0.72620599817;0.540584653791
52;0.73794002693;0.556958562159
53;0.739243805875;0.535935575679
54;0.730117342774;0.540095677315
55;0.735332463991;0.541347397353
56;0.724902216894;0.544966392637
57;0.730117341724;0.553264716691
58;0.739243808983;0.5374874419
59;0.736636244606;0.535558521903
60;0.739243804321;0.529428383012
61;0.748370272861;0.530719912814
62;0.740547585596;0.536101319216
63;0.743155151644;0.524421398845
64;0.74706649314;0.526868764938
65;0.730117340637;0.537584728337
66;0.748370271307;0.521253382212
67;0.74445893292;0.525962833437
68;0.739243808983;0.530969985849
69;0.752281617854;0.518097724489
70;0.735332465156;0.530760078223
71;0.74837027325;0.528238789821
72;0.739243806652;0.528017682991
73;0.747066492363;0.523198771275
74;0.741851368426;0.528319666951
75;0.740547587539;0.533779216209
76;0.745762710038;0.518361946051
77;0.747066493917;0.522785922073
78;0.748370273639;0.514001036638
79;0.74576271031;0.52443908495
80;0.753585397575;0.521578788058
81;0.744458929423;0.530466531915
82;0.745762711864;0.522695750037
83;0.754889178851;0.529571048167
84;0.748370273639;0.529435908857
85;0.736636247209;0.529732056982
86;0.745762711476;0.522918578077
87;0.750977837472;0.523965254562
88;0.767926983059;0.503897604762
89;0.74837027053;0.510216382562
90;0.750977832693;0.516018682034
91;0.761408080567;0.509727225465
92;0.769230767443;0.508134466534
93;0.741851368037;0.516514964489
94;0.754889176131;0.517179842684
95;0.753585394078;0.511872695159
96;0.762711865844;0.508732930933
97;0.741851368426;0.520155576559
98;0.750977835801;0.503739346581
99;0.757496737905;0.503837661451
100;0.757496738683;0.501927797533
101;0.756192958184;0.502900172282
102;0.761408083287;0.502049487759
103;0.747066491586;0.508491664076
104;0.762711861842;0.498818505424
105;0.758800520735;0.502265245849
106;0.765319426725;0.497173199986
107;0.761408081732;0.496166025877
108;0.754889178463;0.514890795542
109;0.752281617971;0.496815705237
110;0.754889176908;0.501407134953
111;0.758800523455;0.496419410312
112;0.761408082121;0.495579630447
113;0.762711860288;0.499987118325
114;0.771838329995;0.49384527058
115;0.758800521901;0.50058530681
116;0.769230767055;0.494918266595
117;0.75488917924;0.500438233709
118;0.774445890603;0.498023969953
119;0.767926987722;0.495661662641
120;0.752281612803;0.495335696923
121;0.765319426336;0.493250666961
122;0.749674054137;0.489846429077
123;0.77444589072;0.494231708591
124;0.766623205281;0.490543524204
125;0.750977834247;0.501643238198
126;0.766623206446;0.500483260025
127;0.762711863397;0.491978921511
128;0.770534550273;0.488780373661
129;0.766623207612;0.48884897344
130;0.766623206835;0.484556131152
131;0.774445888272;0.489632495185
132;0.7770534516;0.487163363411
133;0.75488917652;0.491220970003
134;0.765319423616;0.491657425325
135;0.74054758987;0.499604475933
136;0.749674056468;0.504631585023
137;0.760104304342;0.494700014203
138;0.766623203726;0.49271576837
139;0.757496738294;0.485434790634
140;0.771838331937;0.488512011286
141;0.764015647392;0.476800070592
142;0.769230765889;0.479202220306
143;0.761408080178;0.486845589446
144;0.771838328052;0.486378251146
145;0.78096479465;0.482905281258
146;0.744458929035;0.497449365013
147;0.770534547553;0.483384649127
148;0.770534548059;0.479856509778
149;0.773142107385;0.47597770931
